Emotion,Suddenness,Goal_relevance,Conduciveness,Power
Sadness,0.08749,0.99831,0.01276,0.01864
Sadness,0.05797,0.96486,0.01466,0.02476
Sadness,0.00482,0.9308,0.00459,0.09322
Sadness,0.08261,0.86878,0.01841,0.04932
Sadness,0.06598,0.91699,0.00904,0.02046
Sadness,0.03462,0.91193,0.02482,0.01227
Sadness,0.03035,0.79578,0.04239,0.00163
Sadness,0.10274,0.93455,0.00688,0.11651
Sadness,0.0006,0.9867,0.04607,0.031
Sadness,0.18503,0.91249,0.01887,0.00119
Sadness,0.04062,0.97943,0.01515,0.0474
Sadness,0.16305,0.86124,0.01981,0.04496
Sadness,0.02141,0.84761,0.03643,0.03812
Sadness,0.14999,0.91202,0.04262,0.01052
Sadness,0.10425,0.97556,0.00088,0.06705
Sadness,0.17262,0.96683,0.03556,0.0077
Sadness,0.10993,0.94256,0.01186,0.02858
Sadness,0.02207,0.94005,0.01856,0.10721
Sadness,0.00259,0.95417,0.06339,0.01733
Sadness,0.13973,0.71793,0.09035,0.05209
Sadness,0.09564,0.94349,0.03285,0.02601
Sadness,0.04626,0.95026,0.04223,0.00492
Sadness,0.11563,0.83065,0.02711,0.02028
Sadness,0.03089,0.91935,0.01478,0.00359
Sadness,0.02619,0.97884,0.08946,0.03122
Sadness,0.03148,0.94082,0.02108,0.10042
Sadness,0.14549,0.84149,0.10354,0.00011
Sadness,0.00562,0.94536,0.00392,0.0228
Sadness,0.04844,0.94114,0.01587,0.03913
Sadness,0.02955,0.95471,0.0468,0.01823
Sadness,0.05029,0.88113,0.00406,0.02221
Sadness,0.05449,0.98467,0.04893,0.02589
Sadness,0.18162,0.9879,0.09741,0.05788
Sadness,0.07034,0.98149,0.00842,0.01827
Sadness,0.07377,0.90555,0.0133,0.01074
Sadness,0.04258,0.91693,0.03402,0.01447
Sadness,0.15013,0.80014,0.06411,0.06202
Sadness,0.02287,0.92026,0.03155,0.05322
Sadness,0.09175,0.95933,0.04427,0.04392
Sadness,0.19197,0.9928,0.01516,0.00581
Sadness,0.0513,0.94579,0.00347,0.00918
Sadness,0.05375,0.92935,0.0104,0.04455
Sadness,0.0585,0.89877,0.05147,0.00634
Sadness,0.05039,0.99697,0.05787,0.09546
Sadness,0.01041,0.95909,0.08807,0.02942
Sadness,0.01936,0.95168,0.0267,0.02394
Sadness,0.01316,0.99906,0.07919,0.00929
Sadness,0.15619,0.92306,0.06529,0.0505
Sadness,0.05916,0.99208,0.0449,0.03273
Sadness,0.09863,0.99912,0.02277,0.06525
Sadness,0.03859,0.91023,0.04858,0.05277
Sadness,0.1152,0.82224,0.0366,0.01984
Sadness,0.1139,0.90961,0.07871,0.02659
Sadness,0.0873,0.853,0.0742,0.01953
Sadness,0.01491,0.85774,0.02053,0.01641
Sadness,0.12701,0.99901,0.04134,0.05585
Sadness,0.06827,0.94296,0.11791,0.01318
Sadness,0.03353,0.98523,0.04602,0.0748
Sadness,0.14116,0.95796,0.0103,0.05148
Sadness,0.05901,0.88161,0.04128,0.00578
Sadness,0.00343,0.89007,0.02117,0.0069
Sadness,0.05449,0.98535,0.00504,0.03736
Sadness,0.01478,0.8993,0.02672,0.00854
Sadness,0.05667,0.90773,0.00829,0.04206
Sadness,0.18343,0.81357,0.05757,0.00021
Sadness,0.08133,0.95872,0.02902,0.04129
Sadness,0.2188,0.89287,0.08453,0.02372
Sadness,0.11808,0.93289,0.02178,0.00312
Sadness,0.07026,0.90129,0.00618,0.03827
Sadness,0.01607,0.99995,0.0403,0.08153
Sadness,0.13853,0.94998,0.00685,0.00156
Sadness,0.0088,0.93125,0.03611,0.02533
Sadness,0.09522,0.94645,0.00583,0.12603
Sadness,0.05819,0.97925,0.02452,0.0254
Sadness,0.01426,0.82143,0.10981,0.01373
Sadness,0.01231,0.94838,0.01688,0.02788
Sadness,0.10051,0.92661,0.01537,0.1711
Sadness,0.10495,0.95448,0.06229,0.02717
Sadness,0.0193,0.91461,0.01491,0.02047
Sadness,0.21425,0.92181,0.08967,0.05555
Sadness,0.10839,0.86583,0.04945,0.06164
Sadness,0.03991,0.76726,0.00101,0.01795
Sadness,0.15074,0.9355,0.0146,0.01741
Sadness,0.1112,0.79311,0.03852,0.06765
Sadness,0.07352,0.78936,0.01072,0.07523
Sadness,0.04802,0.7542,0.03984,0.01711
Sadness,0.08693,0.97064,0.01643,0.01978
Sadness,0.00695,0.9524,0.00915,0.00223
Sadness,0.0657,0.93928,0.03619,0.12285
Sadness,0.10015,0.9201,0.02366,0.01627
Sadness,0.13918,0.99621,0.04338,0.06587
Sadness,0.02523,0.94257,0.00121,0.03116
Sadness,0.09971,0.99669,0.06373,0.01677
Sadness,0.23556,0.9442,0.05135,0.05747
Sadness,0.06412,0.81005,0.02976,0.0262
Sadness,0.01113,0.97194,0.04733,0.01276
Sadness,0.07431,0.92027,0.03077,0.03791
Sadness,0.02582,0.8682,0.03111,0.01684
Sadness,0.05251,0.92448,0.02064,0.05167
Sadness,0.07599,0.86612,0.01665,0.01823
Sadness,0.01632,0.95724,0.02225,0.01731
Sadness,0.01547,0.95948,0.09946,0.03395
Sadness,0.00245,0.77235,0.04758,0.02891
Sadness,0.09408,0.84172,0.01985,0.05194
Sadness,0.12206,0.98415,0.06808,0.02567
Sadness,0.02269,0.95733,0.01302,7e-05
Sadness,0.06468,0.94332,0.04143,0.01047
Sadness,0.02124,0.92519,0.0378,0.06226
Sadness,0.11012,0.89869,0.06674,0.09506
Sadness,0.06593,0.93912,0.02005,0.03031
Sadness,0.01539,0.95998,0.05921,0.08206
Sadness,0.1441,0.87952,0.05333,0.06089
Sadness,0.14887,0.85402,0.08547,0.01421
Sadness,0.04239,0.9306,0.06287,0.00866
Sadness,0.12227,0.94354,0.0314,0.01534
Sadness,0.1101,0.99389,0.01766,0.02761
Shame,0.53332,0.78845,0.90352,0.92919
Shame,0.99976,0.84634,0.51672,0.06978
Shame,0.49298,0.96172,0.74253,0.0177
Shame,0.99468,0.97485,0.63306,0.98721
Shame,0.82129,0.88134,0.21895,0.38148
Shame,0.76552,0.87041,0.11984,0.2973
Shame,0.01757,0.9702,0.21828,0.7149
Shame,0.60026,0.99681,0.90431,0.15984
Shame,0.93074,0.96095,0.66551,0.30083
Shame,0.60002,0.92301,0.13604,0.07966
Shame,0.50932,0.98344,0.87437,0.38821
Shame,0.35365,0.97512,0.33325,0.69498
Shame,0.55039,0.93005,0.70407,0.8339
Shame,0.33568,0.97561,0.10779,0.69688
Shame,0.20345,0.99934,0.49528,0.5901
Shame,0.48513,0.89854,0.22784,0.87941
Shame,0.73069,0.94836,0.15249,0.22243
Shame,0.22046,0.97125,0.49549,0.59354
Shame,0.40786,0.96515,0.10104,0.03516
Shame,0.33232,0.90908,0.2379,0.96689
Shame,0.28996,0.87273,0.96913,0.88122
Shame,0.4362,0.78815,0.40549,0.09793
Shame,0.19617,0.95319,0.87185,0.57177
Shame,0.15716,0.99696,0.14932,0.51371
Shame,0.33462,0.90739,0.72555,0.93152
Shame,0.88026,0.93182,0.63735,0.73171
Shame,0.04208,0.93551,0.22346,0.20244
Shame,0.94964,0.98232,0.24684,0.03609
Shame,0.20395,0.97848,0.88051,0.35516
Shame,0.29592,0.95517,0.56211,0.34846
Shame,0.37328,0.90391,0.43425,0.21154
Shame,0.78578,0.99269,0.53751,0.97508
Shame,0.35027,0.96833,0.16295,0.69554
Shame,0.69385,0.80607,0.71773,0.34951
Shame,0.48009,0.93714,0.00187,0.34716
Shame,0.7491,0.89678,0.54989,0.12068
Shame,0.50656,0.99392,0.36018,0.62785
Shame,0.90583,0.93648,0.8312,0.82765
Shame,0.44331,0.91897,0.2866,0.49998
Shame,0.32193,0.92276,0.73625,0.46625
Shame,0.63037,0.97406,0.54299,0.99936
Shame,0.10585,0.96406,0.28382,0.13063
Shame,0.96507,0.97227,0.60069,0.47705
Shame,0.95113,0.91337,0.21171,0.00989
Shame,0.59641,0.93813,0.34287,0.43351
Shame,0.469,0.95789,0.91914,0.6461
Shame,0.40327,0.99633,0.75733,0.16863
Shame,0.40744,0.94745,0.54013,0.56506
Shame,0.80208,0.84265,0.54002,0.32379
Shame,0.1016,0.96785,0.7595,0.01265
Shame,0.25002,0.96118,0.37194,0.39557
Shame,0.94282,0.81442,0.29801,0.33634
Shame,0.98789,0.84503,0.73075,0.23083
Shame,0.25116,0.95225,0.93452,0.6427
Shame,0.81948,0.96935,0.52996,0.26279
Shame,0.67306,0.90618,0.86917,0.85924
Shame,0.24549,0.78056,0.5679,0.02657
Shame,0.93092,0.90674,0.99827,0.6797
Shame,0.98058,0.95806,0.32813,0.15637
Shame,0.69041,0.90902,0.61645,0.7681
Shame,0.1371,0.84797,0.93997,0.55595
Shame,0.39355,0.79906,0.1852,0.35243
Shame,0.54724,0.93839,0.15511,0.52965
Shame,0.1644,0.85476,0.96721,0.17888
Shame,0.15731,0.86958,0.88329,0.64277
Shame,0.54074,0.85281,0.80449,0.56121
Shame,0.42305,0.93247,0.81749,0.81261
Shame,0.55496,0.96843,0.59244,0.79177
Shame,0.3709,0.94406,0.54874,0.08273
Shame,0.85425,0.94966,0.75758,0.09845
Shame,0.00321,0.92435,0.65707,0.2752
Shame,0.18707,0.99025,0.87053,0.41963
Shame,0.72647,0.9872,0.49258,0.54827
Shame,0.4894,0.88754,0.24776,0.37622
Shame,0.78009,0.95506,0.46772,0.56799
Shame,0.75956,0.95936,0.38871,0.3432
Shame,0.9861,0.88541,0.60891,0.23092
Shame,0.6308,0.97698,0.90823,0.40014
Shame,0.69377,0.73927,0.86131,0.04736
Shame,0.0127,0.81076,0.79216,0.43414
Shame,0.84658,0.95071,0.67262,0.60404
Shame,0.00562,0.97623,0.69262,0.18324
Shame,0.21851,0.91134,0.06197,0.78781
Shame,0.43277,0.80646,0.56176,0.27275
Shame,0.96595,0.96664,0.50771,0.88301
Shame,0.48515,0.97159,0.50629,0.17358
Shame,0.88193,0.97092,0.28928,0.91278
Shame,0.22629,0.95463,0.75938,0.67456
Shame,0.72275,0.8804,0.41716,0.25101
Shame,0.34517,0.92377,0.0577,0.32114
Shame,0.80975,0.96527,0.93649,0.51851
Shame,0.21222,0.85489,0.64956,0.3601
Shame,0.43529,0.9724,0.07487,0.91581
Shame,0.6196,0.84477,0.54021,0.31763
Shame,0.52397,0.98103,0.28975,0.25074
Shame,0.50486,0.97009,0.21846,0.14713
Shame,0.59402,0.92624,0.73308,0.09914
Shame,0.45709,0.93378,0.56799,0.90143
Shame,0.2876,0.96272,0.06,0.30441
Shame,0.50322,0.98877,0.76767,0.56942
Shame,0.79581,0.91956,0.28784,0.45506
Shame,0.13165,0.9477,0.6041,0.91517
Shame,0.34091,0.96783,0.64558,0.87154
Shame,0.21684,0.98899,0.84092,0.81325
Shame,0.73705,0.88257,0.68452,0.86793
Shame,0.12324,0.94256,0.25682,0.83794
Shame,0.9049,0.95057,0.65496,0.82245
Shame,0.48353,0.88665,0.77639,0.20012
Shame,0.523,0.91408,0.35409,0.56512
Shame,0.91609,0.96033,0.63534,0.49918
Shame,0.20177,0.96752,0.74031,0.5153
Shame,0.45866,0.87513,0.94754,0.87957
Shame,0.22031,0.91353,0.34951,0.10054
Shame,0.26803,0.82982,0.36097,0.09321
Shame,0.2211,0.88701,0.04216,0.83935
Shame,0.96699,0.85571,0.3125,0.84146
Shame,0.36559,0.92583,0.60535,0.29501
Shame,0.78869,0.93498,0.66655,0.25722
Shame,0.24492,0.8858,0.21358,0.31667
Shame,0.38097,0.871,0.17138,0.32564
Shame,0.2318,0.77143,0.53551,0.60616
Shame,0.39547,0.84009,0.36567,0.27203
Shame,0.85816,0.86027,0.63367,0.83695
Shame,0.85169,0.91175,0.35333,0.23755
Shame,0.59983,0.94253,0.16172,0.62574
Shame,0.23698,0.9757,0.3169,0.20342
Shame,0.27003,0.97663,0.1139,0.0887
Shame,0.47743,0.93922,0.89178,0.49892
Shame,0.48248,0.91499,0.94926,0.26661
Shame,0.1216,0.75397,0.90975,0.56088
Shame,0.61119,0.83705,0.6205,0.00537
Shame,0.47608,0.92509,0.02127,0.55927
Shame,0.55693,0.93607,0.07503,0.23652
Shame,0.19542,0.95505,0.23362,0.59852
Shame,0.8932,0.98886,0.84171,0.12323
Shame,0.63472,0.95828,0.46126,0.16196
Shame,0.95789,0.85363,0.34438,0.94151
Shame,0.33855,0.85459,0.40127,0.47087
Shame,0.67934,0.78184,0.94932,0.99974
Shame,0.13645,0.97458,0.42418,0.43464
Shame,0.48977,0.99839,0.20986,0.26248
Shame,0.60013,0.93573,0.72051,0.72242
Shame,0.54146,0.95548,0.3167,0.56347
Shame,0.08332,0.98921,0.04726,0.98154
Shame,0.93156,0.86877,0.4867,0.86343
Shame,0.70148,0.83558,0.10651,0.44688
Shame,0.09804,0.8335,0.97242,0.72693
Shame,0.96304,0.95769,0.56858,0.52697
Shame,0.37013,0.82959,0.8255,0.3677
Shame,0.74834,0.9779,0.60035,0.8197
Shame,0.25984,0.92353,0.19306,0.88942
Shame,0.42719,0.85717,0.3848,0.75601
Shame,0.89014,0.90036,0.05939,0.81629
Shame,0.54165,0.98816,0.64254,0.92681
Shame,0.62326,0.95836,0.50691,0.35476
Shame,0.38648,0.81408,0.41443,0.23171
Shame,0.97111,0.86896,0.35332,0.65266
Shame,0.54604,0.80545,0.32302,0.75212
Shame,0.34365,0.92187,0.57349,0.39821
Shame,0.54437,0.86455,0.74315,0.86271
Shame,0.2751,0.8071,0.35246,0.85213
Shame,0.44799,0.90998,0.50982,0.30774
Shame,0.90804,0.89651,0.01908,0.89988
Shame,0.13949,0.71843,0.10839,0.72239
Shame,0.50019,0.94393,0.63999,0.98013
Shame,0.68042,0.89417,0.59265,0.7147
Shame,0.02822,0.93359,0.57257,0.06085
Shame,0.34002,0.84009,0.21233,0.56238
Shame,0.46392,0.92138,0.96573,0.66734
Shame,0.11523,0.94749,0.20898,0.22034
Shame,0.64692,0.98177,0.15932,0.96854
Shame,0.3105,0.9603,0.82411,0.80101
Shame,0.14592,0.81823,0.69306,0.12681
Shame,0.76529,0.93491,0.04876,0.77027
Shame,0.89553,0.76912,0.67857,0.35428
Shame,0.58703,0.79952,0.50598,0.68445
Shame,0.69879,0.96494,0.38941,0.84818
Shame,0.54333,0.95187,0.38671,0.25382
Shame,0.46436,0.95609,0.25225,0.09342
Shame,0.83572,0.95237,0.57265,0.74539
Shame,0.18024,0.93528,0.00897,0.74029
Shame,0.37493,0.97054,0.41098,0.05473
Shame,0.56473,0.8861,0.87933,0.3574
Shame,0.35514,0.86574,0.17972,0.89792
Shame,0.68703,0.95057,0.00445,0.96361
Shame,0.39218,0.90839,0.46011,0.63197
Shame,0.91806,0.99954,0.7135,0.27515
Shame,0.87175,0.95006,0.79491,0.84922
Shame,0.51289,0.99703,0.28047,0.00936
Shame,0.58534,0.91641,0.04985,0.06908
Shame,0.84122,0.81006,0.73743,0.22188
Shame,0.70172,0.95608,0.71302,0.90425
Shame,0.13229,0.88196,0.97445,0.80355
Shame,0.06558,0.94887,0.74731,0.77883
Shame,0.67062,0.98105,0.08215,0.53841
Shame,0.93144,0.98423,0.52128,0.64703
Shame,0.37027,0.93598,0.49762,0.43061
Shame,0.71031,0.89988,0.99137,0.34577
Shame,0.60957,0.84368,0.07987,0.61895
Shame,0.71902,0.8834,0.45676,0.01081
Shame,0.66533,0.93092,0.82184,0.19036
Shame,0.92389,0.97974,0.56384,0.19836
Shame,0.289,0.89681,0.23578,0.10898
Shame,0.43158,0.96158,0.63631,0.25761
Shame,0.13694,0.9662,0.66782,0.10939
Shame,0.89042,0.97435,0.89121,0.56368
Shame,0.13637,0.98847,0.06021,0.4745
Shame,0.64812,0.90602,0.9167,0.75293
Shame,0.22472,0.92721,0.1457,0.68965
Shame,0.59984,0.83842,0.57143,0.37458
Shame,0.89353,0.85816,0.37294,0.66218
Shame,0.59251,0.89801,0.53649,0.33315
Shame,0.56105,0.73411,0.09449,0.8371
Shame,0.61701,0.9936,0.07933,0.77625
Shame,0.44616,0.89156,0.9159,0.34098
Shame,0.38091,0.96692,0.4025,0.37285
Shame,0.47469,0.98627,0.47193,0.05131
Shame,0.07505,0.93344,0.84384,0.50598
Shame,0.84191,0.93037,0.84055,0.90159
Shame,0.75628,0.86243,0.00607,0.70389
Shame,0.17481,0.78395,0.50493,0.05394
Shame,0.2496,0.95595,0.85259,0.43522
Shame,0.16578,0.91752,0.18034,0.54127
Shame,0.63403,0.98426,0.07024,0.38885
Shame,0.7833,0.92383,0.60682,0.61929
Shame,0.1907,0.98104,0.00356,0.82224
Shame,0.45908,0.79453,0.04226,0.22212
Shame,0.29849,0.84031,0.04878,0.64782
Shame,0.5797,0.84916,0.84752,0.19266
Shame,0.45426,0.94886,0.03913,0.1818
Shame,0.02062,0.95151,0.64177,0.96172
Shame,0.35502,0.89585,0.531,0.5098
Shame,0.38668,0.98053,0.80268,0.12271
Shame,0.86172,0.93774,0.46381,0.03599
Shame,0.63621,0.98977,0.67072,0.52258
Shame,0.41896,0.98736,0.50429,0.5437
Shame,0.82151,0.99017,0.00245,0.68917
Shame,0.37426,0.96527,0.17193,0.24102
Shame,0.96173,0.95194,0.85346,0.73515
Shame,0.7196,0.98737,0.49499,0.94654
Shame,0.90544,0.87395,0.50782,0.70702
Shame,0.12406,0.92451,0.80712,0.64124
Shame,0.70189,0.9447,0.85056,0.19591
Shame,0.48,0.95043,0.82856,0.51534
Shame,0.96778,0.98797,0.7701,0.00643
Shame,0.90612,0.93761,0.81821,0.56308
Shame,0.28513,0.95793,0.17347,0.0517
Shame,0.7126,0.95591,0.53717,0.51793
Shame,0.61462,0.94864,0.59243,0.52911
Shame,0.73953,0.9328,0.45753,0.08979
Shame,0.35168,0.9328,0.68192,0.8522
Shame,0.34746,0.93557,0.90918,0.75067
Shame,0.83011,0.74843,0.43567,0.70626
Shame,0.39105,0.95846,0.88355,0.76354
Shame,0.62121,0.95659,0.468,0.84533
Shame,0.56415,0.9309,0.87196,0.69659
Shame,0.03838,0.84954,0.28641,0.55884
Shame,0.96455,0.99341,0.46616,0.09439
Shame,0.9493,0.99692,0.20415,0.295
Shame,0.09945,0.93686,0.54671,0.7096
Shame,0.05257,0.96674,0.95732,0.65932
Shame,0.65605,0.85404,0.8436,0.54354
Shame,0.94429,0.94443,0.00538,0.8531
Shame,0.89185,0.96509,0.9956,0.83663
Shame,0.46264,0.78985,0.68829,0.12222
Shame,0.37578,0.87381,0.07297,0.85033
Shame,0.99582,0.89881,0.75444,0.88306
Shame,0.08854,0.97024,0.34461,0.49178
Shame,0.82608,0.94207,0.26312,0.72231
Shame,0.75356,0.9971,0.48661,0.66012
Shame,0.42048,0.88241,0.7832,0.80021
Shame,0.16842,0.96053,0.08741,0.19085
Shame,0.65826,0.9748,0.69734,0.67458
Shame,0.74756,0.81725,0.66297,0.00515
Shame,0.89195,0.90239,0.3527,0.08934
Shame,0.95539,0.97737,0.75236,0.77549
Shame,0.15615,0.84417,0.29764,0.01632
Shame,0.68233,0.95562,0.51462,0.38268
Shame,0.32308,0.99913,0.75202,0.5663
Shame,0.64404,0.95559,0.62337,0.66758
Shame,0.81219,0.99697,0.47323,0.12507
Shame,0.27108,0.84244,0.17049,0.52373
Shame,0.52009,0.88822,0.1454,0.11324
Shame,0.17481,0.88846,0.80511,0.77144
Shame,0.92382,0.99501,0.41567,0.18053
Shame,0.46369,0.91201,0.27166,0.57953
Shame,0.23802,0.91994,0.29883,0.02441
Shame,0.20054,0.94656,0.29829,0.87979
Shame,0.938,0.93015,0.09153,0.34468
Shame,0.43884,0.7839,0.87787,0.44349
Shame,0.34839,0.872,0.51267,0.63186
Shame,0.56821,0.91721,0.11182,0.32079
Shame,0.99083,0.99802,0.72662,0.97567
Shame,0.67273,0.87606,0.26181,0.70664
Shame,0.91824,0.85344,0.59546,0.47874
Shame,0.05457,0.9937,0.7307,0.09229
Shame,0.21896,0.90412,0.34928,0.73493
Shame,0.18265,0.96449,0.49256,0.14864
Shame,0.33954,0.95611,0.03525,0.31565
Shame,0.34704,0.93511,0.1836,0.11478
Shame,0.66523,0.81541,0.21324,0.0756
Shame,0.29663,0.92145,0.04765,0.66339
Shame,0.24488,0.95088,0.99672,0.00459
Shame,0.90953,0.9366,0.74671,0.24842
Shame,0.11862,0.87086,0.16452,0.44326
Shame,0.83867,0.97976,0.67547,0.25116
Shame,0.14317,0.96281,0.57498,0.65536
Shame,0.02999,0.96424,0.25046,0.34597
Shame,0.99904,0.93699,0.3478,0.63392
Shame,0.14367,0.94191,0.90636,0.9681
Shame,0.36452,0.98421,0.10016,0.22114
Shame,0.11124,0.88002,0.61507,0.48451
Shame,0.61788,0.90951,0.71186,0.18385
Shame,0.19695,0.94928,0.09391,0.46447
Shame,0.65764,0.99463,0.68307,0.03382
Shame,0.12079,0.98446,0.26368,0.21818
Shame,0.75998,0.87279,0.26674,0.77243
Shame,0.10145,0.92224,0.21332,0.50432
Shame,0.5757,0.98133,0.02693,0.93049
Shame,0.23798,0.86246,0.93023,0.33016
Shame,0.84775,0.88195,0.72348,0.7336
Shame,0.87382,0.97521,0.48672,0.23376
Shame,0.60098,0.96243,0.55722,0.47815
Shame,0.63243,0.8404,0.05891,0.66538
Shame,0.11734,0.86642,0.32157,0.07356
Shame,0.6424,0.98907,0.38266,0.9489
Shame,0.37898,0.91846,0.79613,0.03814
Shame,0.10097,0.89206,0.42385,0.60203
Shame,0.83431,0.90177,0.63758,0.73866
Shame,0.99324,0.95677,0.69512,0.89119
Shame,0.61229,0.91085,0.89585,0.24094
Shame,0.35758,0.9583,0.94777,0.88302
Shame,0.63909,0.87981,0.86267,0.89206
Shame,0.89258,0.96694,0.8758,0.15403
Shame,0.26281,0.99796,0.79986,0.40196
Shame,0.60198,0.98991,0.15533,0.91342
Shame,0.75508,0.94783,0.36817,0.38732
Shame,0.94291,0.84641,0.65831,0.37342
Shame,0.16664,0.97883,0.60781,0.0759
Shame,0.83661,0.77541,0.48954,0.54214
Shame,0.06313,0.95584,0.22162,0.60327
Shame,0.00083,0.96475,0.53463,0.67571
Shame,0.74642,0.77471,0.6947,0.59807
Shame,0.4234,0.87653,0.08445,0.00705
Shame,0.7334,0.98801,0.6329,0.91167
Shame,0.9519,0.92539,0.93496,0.48649
Shame,0.36436,0.90273,0.84883,0.04422
Shame,0.05797,0.98431,0.05316,0.71872
Shame,0.39143,0.97287,0.58167,0.39286
Shame,0.01487,0.97468,0.12023,0.08126
Shame,0.09866,0.9667,0.5117,0.57617
Shame,0.16977,0.94667,0.90893,0.98528
Shame,0.5,0.91418,0.55359,0.16684
Shame,0.59441,0.93035,0.57221,0.3344
Shame,0.03,0.9537,0.44349,0.10613
Shame,0.58633,0.98948,0.17296,0.67604
Shame,0.5785,0.94707,0.73457,0.55442
Shame,0.97999,0.94047,0.46844,0.26352
Shame,0.7823,0.96079,0.81214,0.48092
Shame,0.29108,0.89077,0.02082,0.57795
Shame,0.82073,0.97798,0.77374,0.19435
Shame,0.31247,0.94954,0.47675,0.02045
Shame,0.08504,0.96985,0.92902,0.0077
Shame,0.94088,0.90152,0.87899,0.93619
Shame,0.94923,0.9316,0.74481,0.02937
Shame,0.51341,0.99018,0.97714,0.08795
Shame,0.84116,0.88897,0.38906,0.27603
Shame,0.89366,0.99178,0.71323,0.53272
Shame,0.26989,0.96373,0.34704,0.78502
Shame,0.99085,0.82177,0.04981,0.56604
Shame,0.17832,0.94308,0.90275,0.01479
Shame,0.07945,0.81536,0.2612,0.0752
Shame,0.07873,0.86465,0.7947,0.15868
Shame,0.4915,0.97276,0.97456,0.85084
Shame,0.47056,0.92817,0.6675,0.53291
Shame,0.94074,0.97277,0.78811,0.1438
Shame,0.14358,0.94435,0.62208,0.35184
Shame,0.7116,0.92636,0.72798,0.59628
Shame,0.35728,0.7885,0.11195,0.79242
Shame,0.18552,0.92718,0.1162,0.40494
Shame,0.7084,0.99412,0.78284,0.21443
Shame,0.52996,0.98889,0.91365,0.6057
Shame,0.74598,0.98797,0.44197,0.38772
Shame,0.80481,0.86565,0.64164,0.67407
Shame,0.64516,0.82783,0.78879,0.20559
Shame,0.87916,0.96204,0.63262,0.07996
Shame,0.2892,0.9656,0.18211,0.69158
Shame,0.59538,0.88507,0.91325,0.5598
Shame,0.28881,0.86581,0.26306,0.11476
Shame,0.94621,0.94874,0.76021,0.18192
Shame,0.10633,0.92333,0.47435,0.521
Shame,0.34355,0.93295,0.12354,0.85497
Shame,0.04206,0.98122,0.69946,0.95995
Shame,0.28455,0.90939,0.04736,0.3889
Shame,0.01575,0.97369,0.28723,0.06081
Shame,0.83504,0.84448,0.0045,0.57603
Shame,0.22672,0.99243,0.79501,0.00653
Shame,0.99065,0.93733,0.26193,0.11159
Shame,0.74045,0.91264,0.0217,0.86747
Shame,0.15387,0.94127,0.20379,0.8269
